date;interventions;country;information;equipe;categorie
04/01/2021 00:00;18;East;Steve;team 6;Installation
05/01/2021 00:00;47;East;Steve;team 6;Installation
06/01/2021 00:00;15;East;Steve;team 6;Installation
07/01/2021 00:00;49;East;Steve;team 6;Installation
08/01/2021 00:00;41;East;Steve;team 6;Installation
09/01/2021 00:00;27;East;Steve;team 6;Installation
10/01/2021 00:00;40;East;Steve;team 6;Installation
11/01/2021 00:00;27;East;Steve;team 6;Installation
12/01/2021 00:00;48;East;Steve;team 6;Installation
01/01/2021 00:00;32;East;Marc;team 6;Repair
02/01/2021 00:00;18;East;Marc;team 6;Repair
03/01/2021 00:00;42;East;Marc;team 6;Repair
04/01/2021 00:00;18;East;Marc;team 6;Repair
05/01/2021 00:00;18;East;Marc;team 6;Repair
06/01/2021 00:00;35;East;Marc;team 6;Repair
07/01/2021 00:00;28;East;Marc;team 6;Repair
08/01/2021 00:00;18;East;Marc;team 6;Repair
09/01/2021 00:00;18;East;Marc;team 6;Repair
10/01/2021 00:00;37;East;Marc;team 6;Repair
11/01/2021 00:00;41;East;Marc;team 6;Repair
12/01/2021 00:00;25;East;Marc;team 6;Repair
01/01/2021 00:00;32;East;Marc;team 6;Maintenance
02/01/2021 00:00;25;East;Marc;team 6;Maintenance
03/01/2021 00:00;46;East;Marc;team 6;Maintenance
04/01/2021 00:00;21;East;Marc;team 6;Maintenance
05/01/2021 00:00;31;East;Marc;team 6;Maintenance
06/01/2021 00:00;14;East;Marc;team 6;Maintenance
07/01/2021 00:00;25;East;Marc;team 6;Maintenance
08/01/2021 00:00;10;East;Marc;team 6;Maintenance
09/01/2021 00:00;22;East;Marc;team 6;Maintenance
10/01/2021 00:00;31;East;Marc;team 6;Maintenance
11/01/2021 00:00;41;East;Marc;team 6;Maintenance
12/01/2021 00:00;48;East;Marc;team 6;Maintenance
01/01/2021 00:00;21;East;Marc;team 6;Installation
02/01/2021 00:00;13;East;Marc;team 6;Installation
03/01/2021 00:00;47;East;Marc;team 6;Installation
04/01/2021 00:00;45;East;Marc;team 6;Installation
05/01/2021 00:00;42;East;Marc;team 6;Installation
06/01/2021 00:00;40;East;Marc;team 6;Installation
07/01/2021 00:00;50;East;Marc;team 6;Installation
08/01/2021 00:00;16;East;Marc;team 6;Installation
09/01/2021 00:00;24;East;Marc;team 6;Installation
10/01/2021 00:00;31;East;Marc;team 6;Installation
11/01/2021 00:00;34;East;Marc;team 6;Installation
12/01/2021 00:00;33;East;Marc;team 6;Installation
01/01/2021 00:00;15;East;Shiva;team 6;Repair
02/01/2021 00:00;16;East;Shiva;team 6;Repair
03/01/2021 00:00;36;East;Shiva;team 6;Repair
04/01/2021 00:00;34;East;Shiva;team 6;Repair
05/01/2021 00:00;11;East;Shiva;team 6;Repair
06/01/2021 00:00;44;East;Shiva;team 6;Repair
07/01/2021 00:00;33;East;Shiva;team 6;Repair
08/01/2021 00:00;49;East;Shiva;team 6;Repair
09/01/2021 00:00;43;East;Shiva;team 6;Repair
10/01/2021 00:00;11;East;Shiva;team 6;Repair
11/01/2021 00:00;24;East;Shiva;team 6;Repair
12/01/2021 00:00;41;East;Shiva;team 6;Repair
01/01/2021 00:00;31;East;Shiva;team 6;Maintenance
02/01/2021 00:00;15;East;Shiva;team 6;Maintenance
03/01/2021 00:00;30;East;Shiva;team 6;Maintenance
04/01/2021 00:00;24;East;Shiva;team 6;Maintenance
05/01/2021 00:00;15;East;Shiva;team 6;Maintenance
06/01/2021 00:00;15;East;Shiva;team 6;Maintenance
07/01/2021 00:00;38;East;Shiva;team 6;Maintenance
08/01/2021 00:00;10;East;Shiva;team 6;Maintenance
09/01/2021 00:00;23;East;Shiva;team 6;Maintenance
10/01/2021 00:00;10;East;Shiva;team 6;Maintenance
11/01/2021 00:00;29;East;Shiva;team 6;Maintenance
12/01/2021 00:00;16;East;Shiva;team 6;Maintenance
01/01/2021 00:00;44;East;Shiva;team 6;Installation
02/01/2021 00:00;17;East;Shiva;team 6;Installation
03/01/2021 00:00;23;East;Shiva;team 6;Installation
04/01/2021 00:00;40;East;Shiva;team 6;Installation
05/01/2021 00:00;21;East;Shiva;team 6;Installation
06/01/2021 00:00;15;East;Shiva;team 6;Installation
07/01/2021 00:00;41;East;Shiva;team 6;Installation
08/01/2021 00:00;19;East;Shiva;team 6;Installation
09/01/2021 00:00;13;East;Shiva;team 6;Installation
10/01/2021 00:00;23;East;Shiva;team 6;Installation
11/01/2021 00:00;12;East;Shiva;team 6;Installation
12/01/2021 00:00;36;East;Shiva;team 6;Installation
